Gradient_Magnitude,Normals_0,Normals_1,Normals_2,Points_0,Points_1,Points_2,R (m/s),temperature
3.89992e+07,-0.165859,0.645468,-0.745519,-0.000147506,1.8772e-05,-2.36392e-05,0.0829294,3454.85
5.5928e+07,-0.165859,0.929308,-0.329847,-0.00011865,3.45685e-05,-7.72545e-06,0.0829293,3454.85
3.93656e+07,-0.165858,0.643146,-0.74754,-0.000145562,1.95022e-05,-2.34149e-05,0.0829288,3454.85
9.12254e+07,-0.165856,0.794103,-0.584555,-6.2117e-05,2.16369e-05,-4.16741e-05,0.0829282,3454.85
5.87375e+07,-0.165853,0.972905,-0.158648,-0.000115682,3.6097e-05,-2.16031e-06,0.0829263,3454.85
4.93428e+07,-0.16585,0.923259,-0.339787,-0.000134166,3.18152e-05,-8.40967e-06,0.082925,3454.85
5.52509e+07,-0.165848,0.972899,-0.160392,-0.000123195,3.53527e-05,0,0.0829241,3454.85
3.94153e+07,-0.165847,0.644238,-0.746601,-0.000145269,1.9518e-05,-2.3471e-05,0.0829234,3454.85
4.63702e+07,-0.165846,0.902734,-0.389329,-0.000137009,3.01406e-05,-1.10172e-05,0.0829231,3454.85
3.95448e+07,-0.165846,0.648829,-0.742637,-0.00014438,1.98327e-05,-2.34087e-05,0.082923,3454.85
1.85804e+08,-0.165842,0.225549,-0.959264,-4.1093e-05,1.45404e-06,-6.06515e-05,0.0829212,3454.85
6.47546e+07,-0.16584,0.931334,-0.321116,-0.00010379,3.63738e-05,-9.03651e-06,0.0829202,3454.85
3.84505e+07,-0.165839,0.722492,-0.669397,-0.000148837,2.12867e-05,-2.11438e-05,0.0829194,3454.85
7.93968e+07,-0.165838,0.971264,-0.165475,-9.81063e-05,3.97273e-05,-8.56873e-07,0.082919,3454.85
3.94651e+07,-0.165836,0.645329,-0.745662,-0.000144975,1.95338e-05,-2.3527e-05,0.082918,3454.85
1.44319e+08,-0.165834,0.384239,-0.907221,-4.57255e-05,7.97871e-06,-5.78604e-05,0.0829171,3454.85
1.0828e+08,-0.165833,0.647783,-0.742315,-5.48272e-05,1.62631e-05,-4.99405e-05,0.0829166,3454.85
4.90928e+07,-0.165832,0.927329,-0.325099,-0.000135021,3.17329e-05,-7.98625e-06,0.0829162,3454.85
5.7634e+07,-0.16583,0.732717,-0.659904,-9.4964e-05,1.89429e-05,-3.72916e-05,0.0829151,3454.85
3.40859e+07,-0.165828,0.962026,-0.216811,-0.00018125,2.42142e-05,0,0.0829139,3454.85
